seq_len,hidden_size,learning_rate,epochs,train_last_mse,test_mse,test_rmse
30,32,0.001,50,0.0011717310006903697,0.002234115517646169,0.047266431192191455
30,32,0.001,100,0.0009664386069505093,0.0017756794365538868,0.04213881152279792
30,32,0.001,200,0.0009887502490107858,0.0015352653134558982,0.039182461809537925
30,32,0.001,200,0.0010171043795428724,0.001996376254768371,0.044680826478125615
30,32,0.001,200,0.0010183914337030045,0.0017086783881671978,0.041336163200848694
30,32,0.001,50,0.0009485756649323377,0.0017848951352052126,0.04224801930511314
